ATR_Mult,ZVOL_Thresh,Badge,IS_Signals,IS_Signals_Per_Year,IS_Return,IS_WinRate,IS_Std,OOS_Signals,OOS_Return,OOS_WinRate,OOS_Std
1.0,1.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,1.0,ATR만,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,1.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,1.0,둘다,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,1.2,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,1.2,ATR만,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,1.2,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,1.2,둘다,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,1.5,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,1.5,ATR만,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,1.5,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,1.5,둘다,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,1.8,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,1.8,ATR만,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,1.8,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,28,20.342890106565086,50.0,58.66512296177085
1.0,1.8,둘다,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,26,21.912880765702123,50.0,60.99517624541132
1.0,2.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.0,2.0,ATR만,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,27,21.46642392824231,51.85185185185185,59.69454138661906
1.0,2.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,27,22.177654696634317,51.85185185185185,59.18963738266055
1.0,2.0,둘다,81,20.25,2.8986885906435247,40.74074074074074,32.91417019192556,25,23.985805348465693,52.0,61.59574942575396
1.1,1.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,1.0,ATR만,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,1.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,1.0,둘다,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,1.2,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,1.2,ATR만,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,1.2,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,1.2,둘다,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,1.5,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,1.5,ATR만,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,1.5,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,1.5,둘다,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,1.8,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,1.8,ATR만,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,1.8,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,28,20.342890106565086,50.0,58.66512296177085
1.1,1.8,둘다,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,24,24.077070832293167,54.166666666666664,61.52006715604178
1.1,2.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.1,2.0,ATR만,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,25,23.5171076077007,56.00000000000001,60.165586917155366
1.1,2.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,27,22.177654696634317,51.85185185185185,59.18963738266055
1.1,2.0,둘다,75,18.75,2.81027256818433,41.333333333333336,33.88207888694038,23,26.351762779311716,56.52173913043478,62.08405619999864
1.2,1.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,1.0,ATR만,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,1.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,1.0,둘다,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,1.2,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,1.2,ATR만,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,1.2,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,1.2,둘다,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,1.5,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,1.5,ATR만,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,1.5,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,1.5,둘다,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,1.8,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,1.8,ATR만,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,1.8,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,28,20.342890106565086,50.0,58.66512296177085
1.2,1.8,둘다,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,24,24.077070832293167,54.166666666666664,61.52006715604178
1.2,2.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.2,2.0,ATR만,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,25,23.5171076077007,56.00000000000001,60.165586917155366
1.2,2.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,27,22.177654696634317,51.85185185185185,59.18963738266055
1.2,2.0,둘다,72,18.0,3.1787081450363623,43.05555555555556,34.52420361352555,23,26.351762779311716,56.52173913043478,62.08405619999864
1.3,1.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,1.0,ATR만,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,1.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,1.0,둘다,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,1.2,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,1.2,ATR만,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,1.2,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,1.2,둘다,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,1.5,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,1.5,ATR만,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,1.5,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,1.5,둘다,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,1.8,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,1.8,ATR만,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,1.8,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,28,20.342890106565086,50.0,58.66512296177085
1.3,1.8,둘다,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,19,32.58924765550625,57.89473684210527,67.83676491863882
1.3,2.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.3,2.0,ATR만,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,20,31.400840378348498,60.0,66.00418624071621
1.3,2.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,27,22.177654696634317,51.85185185185185,59.18963738266055
1.3,2.0,둘다,69,17.25,3.252932439513896,42.028985507246375,35.264156177115986,18,36.10679188741892,61.111111111111114,68.44157550049289
1.4,1.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,1.0,ATR만,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,1.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,1.0,둘다,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,1.2,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,1.2,ATR만,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,1.2,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,1.2,둘다,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,1.5,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,1.5,ATR만,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,1.5,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,1.5,둘다,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,1.8,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,1.8,ATR만,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,1.8,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,28,20.342890106565086,50.0,58.66512296177085
1.4,1.8,둘다,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,19,32.58924765550625,57.89473684210527,67.83676491863882
1.4,2.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.4,2.0,ATR만,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,20,31.400840378348498,60.0,66.00418624071621
1.4,2.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,27,22.177654696634317,51.85185185185185,59.18963738266055
1.4,2.0,둘다,67,16.75,2.985146473561404,40.298507462686565,35.74883627956905,18,36.10679188741892,61.111111111111114,68.44157550049289
1.5,1.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,1.0,ATR만,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,1.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,1.0,둘다,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,1.2,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,1.2,ATR만,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,1.2,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,1.2,둘다,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,1.5,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,1.5,ATR만,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,1.5,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,1.5,둘다,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,1.8,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,1.8,ATR만,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,1.8,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,28,20.342890106565086,50.0,58.66512296177085
1.5,1.8,둘다,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,18,32.589247655506256,61.111111111111114,67.83676491863883
1.5,2.0,기본,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,29,19.991160358876684,51.724137931034484,57.507819861611324
1.5,2.0,ATR만,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,19,31.400840378348498,63.1578947368421,66.00418624071621
1.5,2.0,ZVOL만,86,21.5,2.9437365170050964,43.02325581395349,31.943628801042923,27,22.177654696634317,51.85185185185185,59.18963738266055
1.5,2.0,둘다,63,15.75,1.492275009703634,39.682539682539684,34.109564837616276,17,36.106791887418915,64.70588235294117,68.44157550049289
