Market,Investor,Duration,Direction,Threshold,Signal_Count,Avg_Flow,Median_Flow,Avg_Return_10D,Median_Return_10D,Std_Return_10D,Win_Rate_10D,Max_Gain_10D,Max_Loss_10D,Avg_Return_20D,Median_Return_20D,Std_Return_20D,Win_Rate_20D,Max_Gain_20D,Max_Loss_20D
KOSDAQ150,개인,1,SELL,2.5,70274,-1925052214.9010441,-540117775.0,1.1685221585132173,-0.2967359050445095,12.18722873046858,48.23405526937417,185.29238038984053,-67.23061430010071,2.360283529713362,-0.3436426116838476,18.243352941945748,48.58837382962835,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,1,BUY,2.5,68551,1769816916.0080214,491732500.0,1.2824778691135374,-0.2157497303128419,12.279944012786938,48.62948753482809,221.45402708481825,-67.23061430010071,2.483526994828419,-0.3105590062111751,18.454420321884953,48.743142071278335,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,1,SELL,2.5,71875,-1645119473.6344736,-477913850.0,1.1024413314584878,-0.3617571059431501,12.203031172186327,47.79269565217391,242.55599472990772,-67.08677685950413,2.370440493375389,-0.3841028454965922,18.369942884755336,48.39270931260436,297.0260223048327,-69.06532663316582
KOSDAQ150,금융투자,1,BUY,2.5,68752,539096231.2459099,159073230.0,1.0570134481177447,-0.36596553964012846,12.245237950774731,47.81533628112637,221.45402708481825,-67.15139442231074,2.275003367244232,-0.3454231433506094,18.034219291019923,48.55304521550078,313.9499620924944,-69.7808764940239
KOSDAQ150,금융투자,1,SELL,2.5,63006,-485727219.9656466,-143583575.0,1.2735809366448072,-0.2084637046307902,12.150319965559497,48.6064819223566,242.55599472990772,-67.23061430010071,2.4505714630856943,-0.3448275862068972,18.429680011584303,48.593362654938026,389.7792313982012,-68.82235528942115
KOSDAQ150,연기금,1,BUY,2.5,42460,518087375.53677124,183975900.0,0.8922028734559242,-0.3551095310091068,11.703232992841476,47.98398492699011,203.59858084135837,-55.74963609898107,1.7855224840183526,-0.4566210045662155,16.975957512403916,48.31699229466352,196.6680549770929,-61.280931586608446
KOSDAQ150,연기금,1,SELL,2.5,42034,-504893178.5696505,-175924275.0,1.0214465358159859,-0.27884283624665107,11.754851962704771,48.27520578579245,221.45402708481825,-67.08677685950413,2.039797039172574,-0.4543161177873567,17.493902159161596,48.200557370747646,309.4488188976378,-68.55983772819472
KOSDAQ150,개인,3,BUY,2.5,69080,3353180037.025402,1030406340.0,1.2428288747980971,-0.27081935230718884,12.324684841339028,48.2513028372901,242.55599472990772,-65.1063829787234,2.5288542196697232,-0.30464743961576835,18.724717057439843,48.68965718283582,301.8619084561676,-69.07801418439716
KOSDAQ150,개인,3,SELL,2.5,71377,-3687148424.406339,-1116236970.0,1.145301022821976,-0.2991091748488217,12.134893766776134,48.22001485072222,189.85507246376807,-67.23061430010071,2.334251812508213,-0.3579952267303121,18.083522618349505,48.51936218678816,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,3,BUY,2.5,69312,3400026327.777299,1019429457.5,1.2846522109424252,-0.20253169749250285,12.2571232740497,48.67122576177285,221.45402708481825,-67.23061430010071,2.4913610835498456,-0.3025541900807782,18.42611090960267,48.714851254584616,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,3,SELL,2.5,70943,-3188507789.0479994,-1007724300.0,1.1022906813685558,-0.3745318352059934,12.21244618175465,47.759468869374004,242.55599472990772,-65.1063829787234,2.3671250290578287,-0.3931847968545177,18.398463775020392,48.41780695397644,301.8619084561676,-69.07801418439716
KOSDAQ150,금융투자,3,BUY,2.5,71171,1125869167.4161112,344683100.0,0.9657561237972712,-0.3937007874015741,12.193381545922515,47.64440572705175,242.55599472990772,-67.15139442231074,2.192188160548684,-0.34552263158313945,17.83923325917257,48.55591562908636,309.4488188976378,-69.7808764940239
KOSDAQ150,금융투자,3,SELL,2.5,63851,-942390086.6492332,-283777625.0,1.392759496538004,-0.1646090534979438,12.236095026829473,48.81051197318757,221.45402708481825,-67.23061430010071,2.5923270885312175,-0.353411186232333,18.795845618902238,48.55361164039495,389.7792313982012,-68.6404833836858
KOSDAQ150,연기금,3,BUY,2.5,52240,1033103451.4038676,376296150.0,0.8522688555649781,-0.39066049200436326,11.679603746836683,47.84073506891271,203.59858084135837,-55.74963609898107,1.851412730730177,-0.4493260109835195,17.124847872488928,48.318309586119994,196.6680549770929,-61.280931586608446
KOSDAQ150,연기금,3,SELL,2.5,52555,-983924686.0487547,-344609650.0,1.1731086129071269,-0.2447980416156681,11.97097932732856,48.398820283512514,221.45402708481825,-67.15139442231074,2.176563120542544,-0.3381236566515788,17.7894141802289,48.5323459442867,389.7792313982012,-69.7808764940239
KOSDAQ150,개인,5,BUY,2.5,68508,4578628135.2345495,1445981800.0,1.2620447999905537,-0.27192398698609455,12.468718733925806,48.24108133356688,242.55599472990772,-65.1063829787234,2.5178545652876614,-0.3440366972477071,18.86574055300339,48.56764900418902,347.5409836065574,-69.07801418439716
KOSDAQ150,개인,5,SELL,2.5,71739,-5102414775.954107,-1597480147.5,1.1235335569013551,-0.3086419753086433,11.99358634742274,48.19693611564142,215.86402266288957,-67.23061430010071,2.3477135207045823,-0.3205128205128194,17.948822180808424,48.644463838292836,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,5,BUY,2.5,69472,4686864419.27499,1431480200.0,1.288360391971049,-0.1988071570576566,12.135762709956989,48.695877475817596,221.45402708481825,-67.23061430010071,2.5163709722911674,-0.263505068740455,18.374705900296895,48.86297630111524,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,5,SELL,2.5,70582,-4393882542.444745,-1438108320.0,1.0935548626463414,-0.3868471953578312,12.329186965719213,47.69346292255816,242.55599472990772,-65.1063829787234,2.344568280718485,-0.42746601752428054,18.450394390386656,48.2762067980577,347.5409836065574,-69.07801418439716
KOSDAQ150,금융투자,5,BUY,2.5,72290,1588875608.7756908,492613650.0,0.9425703926210459,-0.4035272702052617,12.125446755243154,47.677410430211644,242.55599472990772,-67.15139442231074,2.1616291819222835,-0.3496503496503544,17.739510546528454,48.54141866816049,301.8619084561676,-69.7808764940239
KOSDAQ150,금융투자,5,SELL,2.5,63889,-1275053045.9659812,-381937490.0,1.431178444457743,-0.157480314960634,12.308151221841143,48.7861760240417,221.45402708481825,-67.23061430010071,2.6557354510233724,-0.3389830508474523,18.93273725565652,48.598512835830284,389.7792313982012,-68.6404833836858
KOSDAQ150,연기금,5,BUY,2.5,55547,1456182500.0423367,534885150.0,0.910622368173425,-0.3623188405797117,11.75194518182806,47.957585468162094,203.59858084135837,-55.868544600938975,2.0159049257120545,-0.3891050583657574,17.32079541357449,48.54241490583581,187.97190517998249,-61.280931586608446
KOSDAQ150,연기금,5,SELL,2.5,55758,-1385793999.430692,-483987200.0,1.1371796859790608,-0.268815621931856,11.984822868598691,48.31593672656839,221.45402708481825,-67.15139442231074,2.1144153381994615,-0.3891050583657574,17.89124244577634,48.34618928048847,389.7792313982012,-69.7808764940239
KOSDAQ150,개인,10,BUY,2.5,68019,7029104724.6265,2292766875.0,1.3127785756494044,-0.254901960784315,12.494486525761744,48.273276584483746,242.55599472990772,-55.60880714475196,2.5323686259329823,-0.3129890453834161,18.672052647783836,48.663916123212516,296.2936564504633,-59.85498275709612
KOSDAQ150,개인,10,SELL,2.5,71657,-8109980283.067644,-2647140610.0,1.0522527512177757,-0.3421727972626187,11.954159849613978,48.07485660856581,189.85507246376807,-67.23061430010071,2.325679666081487,-0.3448275862068972,18.147010127245444,48.556071272378425,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,10,BUY,2.5,68784,7423214861.39459,2324823300.0,1.1615342080063764,-0.3098773453854064,12.112955442893483,48.213247266806235,215.86402266288957,-67.08677685950413,2.4393564560267276,-0.3453705194713663,18.576167319614413,48.551809138128355,389.7792313982012,-68.55983772819472
KOSDAQ150,외국인,10,SELL,2.5,70727,-6791886354.051971,-2277635435.0,1.1965004205148242,-0.3048780487804881,12.338836621339178,48.090545336293076,242.55599472990772,-67.23061430010071,2.4140376802241557,-0.3389569370618628,18.25921734593244,48.58164617379287,296.2936564504633,-69.7808764940239
KOSDAQ150,금융투자,10,BUY,2.5,73472,2525229812.289833,796476370.0,0.9815589692266068,-0.38061408185182666,11.959687958390125,47.773301393728225,142.9557216791259,-67.23061430010071,2.1368916431005625,-0.38675370884372895,17.483797971050958,48.44146880176698,231.49171270718236,-69.7808764940239
KOSDAQ150,금융투자,10,SELL,2.5,63762,-1879934074.196209,-573086500.0,1.3864256432414435,-0.19653055654260676,12.464340181113325,48.627709293936825,242.55599472990772,-54.9290060851927,2.690534850720658,-0.2857142857142891,19.191290249652834,48.73096446700508,389.7792313982012,-58.948679362773085
KOSDAQ150,연기금,10,BUY,2.5,59027,2340665909.670893,862708550.0,0.9316401197322935,-0.4143646408839796,11.971127716156623,47.747640910091995,203.59858084135837,-55.868544600938975,2.0644264716357976,-0.43154671535703404,17.562398814986622,48.42957070360719,172.6775956284153,-61.280931586608446
KOSDAQ150,연기금,10,SELL,2.5,58870,-2224250045.261245,-768890650.0,1.1449125505692572,-0.2217611821277665,11.899711097116203,48.5204688296246,221.45402708481825,-67.23061430010071,2.16878878879526,-0.36474177612615394,18.10159234262631,48.412589804994866,389.7792313982012,-69.7808764940239
KOSDAQ150,개인,20,BUY,2.5,66952,10819921572.582544,3643806375.0,1.2615341594777367,-0.24257134451309276,12.395747803412378,48.36151272553471,242.55599472990772,-55.868544600938975,2.5859180438322658,-0.2688787185354702,18.558335233219996,48.77685726743749,296.2936564504633,-59.85498275709612
KOSDAQ150,개인,20,SELL,2.5,71554,-12916031949.024317,-4313057375.0,1.1244012073741423,-0.32717168030194643,12.072753493743116,48.13986639461106,189.85507246376807,-67.23061430010071,2.30169103268764,-0.3533285152172216,18.26415254210609,48.57328419952843,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,20,BUY,2.5,67856,11660411430.961416,3609074110.0,1.1755104543839323,-0.2782286261324596,12.23314562372179,48.336182504126384,242.55599472990772,-67.23061430010071,2.394845468023547,-0.3906195505845256,18.721396380601345,48.410881522223875,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,20,SELL,2.5,70522,-10398232120.964882,-3538082000.0,1.2053785588705968,-0.3009030108409583,12.238050352498751,48.119735685318055,221.45402708481825,-65.1063829787234,2.482191340546126,-0.2458535818766483,18.11755194467407,48.85755955274672,296.2936564504633,-69.07801418439716
KOSDAQ150,금융투자,20,BUY,2.5,74876,4006625978.5478125,1282624600.0,1.104083098928083,-0.21965959397353685,11.801223391093027,48.5242267215129,142.9557216791259,-67.23061430010071,2.4111560785088377,-0.14114333070370239,17.58247041432585,49.2874752783723,309.4488188976378,-69.7808764940239
KOSDAQ150,금융투자,20,SELL,2.5,62451,-2767717386.9812064,-848018450.0,1.2674876818878782,-0.3629764065335772,12.636711028971183,47.89034603128853,242.55599472990772,-55.60880714475196,2.404010340999441,-0.5544139585483387,19.078754609042527,47.86821083699593,389.7792313982012,-59.85498275709612
KOSDAQ150,연기금,20,BUY,2.5,62198,3680294492.7489433,1378611695.0,1.0208839790228559,-0.4115226337448541,12.037403381826723,47.787710215762566,123.58642972536347,-55.868544600938975,1.948914917988105,-0.5170630816959676,17.41881681777881,48.14712613826351,172.6775956284153,-61.280931586608446
KOSDAQ150,연기금,20,SELL,2.5,59973,-3574815132.3429084,-1247008000.0,1.1259708915857352,-0.1890359168241984,12.035352705824307,48.628549513947945,242.55599472990772,-67.23061430010071,2.420207028515164,-0.2547770700636942,18.45998901787868,48.81451192219025,389.7792313982012,-69.7808764940239
KOSDAQ150,개인,30,BUY,2.5,65983,13814484080.24594,4661073515.0,1.3501248866155433,-0.2061855670103085,12.513626407404836,48.58221056938908,242.55599472990772,-55.868544600938975,2.66197544778364,-0.19455326558034947,18.391764287751787,49.03945843751906,347.5409836065574,-59.85498275709612
KOSDAQ150,개인,30,SELL,2.5,71353,-16833144386.49548,-5710846355.0,1.0468062417322173,-0.3589375448671883,11.964397097572956,47.944725519599736,189.85507246376807,-67.23061430010071,2.2969142209702857,-0.36474177612615394,18.441480035162385,48.53353736291762,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,30,BUY,2.5,66930,15150092406.194206,4751473550.0,1.1112361070119219,-0.3533568904593664,12.303684587678967,47.98595547587031,221.45402708481825,-67.23061430010071,2.487889755976626,-0.4112423144570887,19.11514412204,48.29286683758106,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,30,SELL,2.5,70288,-13219114124.813,-4575358265.0,1.2700039880080778,-0.2298850574712685,12.173455222781502,48.46773275665832,242.55599472990772,-55.868544600938975,2.4582530092601385,-0.1645761158429293,17.746388493944224,49.17978720353322,301.8619084561676,-59.85498275709612
KOSDAQ150,금융투자,30,BUY,2.5,77073,5107451668.749292,1664776500.0,1.1657317480759328,-0.1477104874446078,11.80018741651106,48.86795635306787,145.32453245324533,-67.23061430010071,2.4977125361287706,0.0,17.560727262917673,49.71200883698911,309.4488188976378,-69.7808764940239
KOSDAQ150,금융투자,30,SELL,2.5,59613,-3516146748.3123274,-1055114170.0,1.2034900095303442,-0.4464285714285698,12.658687500671824,47.4409944139701,242.55599472990772,-55.60880714475196,2.3938310594346928,-0.6561679790026198,19.30751236816047,47.529380117352346,389.7792313982012,-59.85498275709612
KOSDAQ150,연기금,30,BUY,2.5,63788,4735556613.800302,1789123405.0,0.9304385482892772,-0.4677128230787475,11.984780645051353,47.42271273593779,123.58642972536347,-55.868544600938975,1.8383712963210812,-0.6546644844517169,17.303021161838167,47.7807490861908,170.74380165289256,-61.280931586608446
KOSDAQ150,연기금,30,SELL,2.5,59993,-4667486175.45185,-1594115250.0,1.2708632638754767,-0.1267427122940478,12.171708613866354,49.00738419482273,242.55599472990772,-67.23061430010071,2.691255640407477,0.0,18.683421338099613,49.50370121130552,389.7792313982012,-69.7808764940239
KOSDAQ150,개인,50,BUY,2.5,63967,18691962517.372345,6381679475.0,1.3142352574781517,-0.2364066193853431,12.460210715451968,48.39995622742977,221.45402708481825,-55.868544600938975,2.643620743054936,-0.29928923006641844,18.478124080464184,48.701829383290374,296.2936564504633,-59.85498275709612
KOSDAQ150,개인,50,SELL,2.5,71029,-23287275898.097546,-7963738984.0,1.1032240122948243,-0.3316749585406287,12.087795010957247,48.10007180165848,242.55599472990772,-67.23061430010071,2.2845825330100116,-0.348432055749126,18.51987379205203,48.60394883045101,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,50,BUY,2.5,65580,20738839313.441933,6381901100.0,1.2067550663247735,-0.3025541900807782,12.249023820391406,48.23269289417505,242.55599472990772,-67.23061430010071,2.4222984913284495,-0.3861003861003853,18.841550146096175,48.416157198515485,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,50,SELL,2.5,69318,-17629164458.719772,-6136352800.0,1.199557998159984,-0.2803084768269182,12.290676233379756,48.20970022216452,221.45402708481825,-67.08677685950413,2.485585861462113,-0.2801120448179262,18.18648132568185,48.81307147737349,296.2936564504633,-69.07801418439716
KOSDAQ150,금융투자,50,BUY,2.5,79823,6827911744.578816,2304029100.0,1.2446335705374398,-0.1295336787564771,11.900882781379668,48.9746063164752,221.45402708481825,-67.23061430010071,2.5101018909919404,0.0,17.84405724887783,49.66229083614758,309.4488188976378,-69.7808764940239
KOSDAQ150,금융투자,50,SELL,2.5,54933,-4741620066.796496,-1379298760.0,1.129329862516673,-0.5228758169934622,12.770569630539748,47.14470354795842,242.55599472990772,-55.868544600938975,2.336106957509344,-0.7654458275041576,19.37837779454771,47.126960963152136,389.7792313982012,-59.85498275709612
KOSDAQ150,연기금,50,BUY,2.5,66112,6288324015.187919,2457549130.0,0.9688079180412248,-0.43542944286076857,11.88350426533485,47.623729428848016,123.58642972536347,-55.868544600938975,1.9410718632403303,-0.633312222925897,17.35621378834122,47.829472751981186,189.81723237597916,-61.280931586608446
KOSDAQ150,연기금,50,SELL,2.5,58767,-6415577746.7897415,-2213059600.0,1.2911775628756466,-0.158478605388268,12.37825622662521,48.83182738611806,242.55599472990772,-67.23061430010071,2.633151066162395,-0.1141558461867309,18.896358466931563,49.369783974997425,389.7792313982012,-69.7808764940239
